uid,year,technology,new_build,tonnes,plant_capacity,capex_usd,opex_usd_year,leftover_abatement,cost_per_tonne_abated,abatement_tech_sector,region,gics_sector
C002,2035,Carbon Capture and Storage,True,56952,215712,453420000.0,4912679.5200000005,158760,2188.2292923898535,Energy,Brazil,Energy
C002,2036,Carbon Capture and Storage,False,91980,215712,0.0,7934194.800000001,66780,86.26,Energy,Brazil,Energy
C002,2037,Carbon Capture and Storage,False,66780,215712,0.0,5760442.800000001,0,86.26,Energy,Brazil,Energy
C002,2037,Carbon Capture and Storage,True,25200,215712,453420000.0,2173752.0,190512,2188.2292923898535,Energy,Brazil,Energy
C002,2038,Carbon Capture and Storage,False,91980,215712,0.0,7934194.800000001,98532,86.26,Energy,Brazil,Energy
C002,2039,Carbon Capture and Storage,False,91980,215712,0.0,7934194.800000001,6552,86.26,Energy,Brazil,Energy
C002,2040,Carbon Capture and Storage,False,6552,215712,0.0,565175.52,0,86.26,Energy,Brazil,Energy
C002,2040,Carbon Capture and Storage,True,85428,215712,453420000.0,7369019.28,130284,2188.2292923898535,Energy,Brazil,Energy
C002,2041,Carbon Capture and Storage,False,91980,215712,0.0,7934194.800000001,38304,86.26,Energy,Brazil,Energy
C002,2042,Carbon Capture and Storage,False,38304,215712,0.0,3304103.04,0,86.26,Energy,Brazil,Energy
C002,2042,Carbon Capture and Storage,True,53676,215712,453420000.0,4630091.760000001,162036,2188.2292923898535,Energy,Brazil,Energy
C002,2043,Carbon Capture and Storage,False,91980,215712,0.0,7934194.800000001,70056,86.26,Energy,Brazil,Energy
C002,2044,Carbon Capture and Storage,False,70056,215712,0.0,6043030.5600000005,0,86.26,Energy,Brazil,Energy
C002,2044,Carbon Capture and Storage,True,21924,215712,453420000.0,1891164.2400000002,193788,2188.2292923898535,Energy,Brazil,Energy
C002,2045,Carbon Capture and Storage,False,91980,215712,0.0,7934194.800000001,101808,86.26,Energy,Brazil,Energy
C002,2046,Carbon Capture and Storage,False,91980,215712,0.0,7934194.800000001,9828,86.26,Energy,Brazil,Energy
C002,2047,Carbon Capture and Storage,False,9828,215712,0.0,847763.28,0,86.26,Energy,Brazil,Energy
C002,2047,Carbon Capture and Storage,True,82152,215712,453420000.0,7086431.5200000005,133560,2188.2292923898535,Energy,Brazil,Energy
C002,2048,Carbon Capture and Storage,False,91980,215712,0.0,7934194.800000001,41580,86.26,Energy,Brazil,Energy
C002,2049,Carbon Capture and Storage,False,41580,215712,0.0,3586690.8000000003,0,86.26,Energy,Brazil,Energy
C002,2049,Carbon Capture and Storage,True,50400,215712,453420000.0,4347504.0,165312,2188.2292923898535,Energy,Brazil,Energy
C002,2050,Carbon Capture and Storage,False,91980,215712,0.0,7934194.800000001,73332,86.26,Energy,Brazil,Energy
C003,2025,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2025,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2026,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2026,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2027,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2027,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2028,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2028,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2029,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2029,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2030,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2030,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2031,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2031,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2032,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2032,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2033,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2033,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2034,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2034,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2035,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2035,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2036,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2036,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2037,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2037,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2038,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2038,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2039,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2039,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2040,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2040,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2041,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2041,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2042,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2042,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2043,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2043,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2044,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2044,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2045,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2045,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2046,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2046,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2047,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2047,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2048,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2048,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2049,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2049,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C003,2050,Carbon Capture and Storage,True,50000,50000,340980000.0,5258000.0,0,6924.76,Energy,EU,Energy
C003,2050,Utility-scale Solar,True,54776,54776,558640000.0,2422194.7199999997,0,10242.847135971957,Energy,EU,Energy
C004,2025,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2025,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2026,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2026,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2027,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2027,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2028,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2028,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2029,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2029,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2030,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2030,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2031,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2031,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2032,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2032,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2033,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2033,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2034,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2034,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2035,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2035,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2036,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2036,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2037,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2037,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2038,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2038,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2039,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2039,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2040,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2040,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2041,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2041,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2042,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2042,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2043,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2043,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2044,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2044,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2045,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2045,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2046,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2046,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2047,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2047,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2048,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2048,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2049,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2049,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2050,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Unknown,Consumer Discretionary
C004,2050,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Unknown,Consumer Discretionary
C008,2025,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2025,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2026,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2026,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2027,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2027,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2028,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2028,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2029,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2029,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2030,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2030,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2031,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2031,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2032,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2032,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2033,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2033,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2034,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2034,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2035,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2035,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2036,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2036,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2037,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2037,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2038,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2038,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2039,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2039,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
C008,2040,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Global,Industrials
C008,2040,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Global,Industrials
